tv_ad_spend_usd,digital_ad_spend_usd,print_ad_spend_usd,radio_ad_spend_usd,product_category,season,promotion_budget_usd,sales_team_size,market_share_percent,competitor_activity,economic_conditions,distribution_coverage,product_launch_year,revenue_usd
27961.708516523704,36754.26790139381,7150.8300175486975,14272.282539649806,Beauty,Winter,45555.86237747322,24.0,15.599198789417462,Low,Recession,National,2020.0,2132139.6445829347
48281.49269698794,28006.185612647892,18359.257028974618,10490.185351643151,Electronics,Summer,27099.756156235133,11.0,7.170970479809065,Low,Stable,National,2018.0,795024.1018189007
74924.25833849219,69853.87436176352,9453.110015075627,15593.39623317188,Electronics,Summer,13204.006941485059,37.0,23.23330147311154,High,Growth,National,2012.0,509924.8806112124
42935.3528231817,25870.41956193788,4229.1879892816505,14838.798952330693,Apparel,Winter,1491.8582358922183,43.0,,High,Growth,International,2012.0,1835340.8973459285
75936.13394502328,22772.780431213396,17729.684997622568,18436.62610657802,Home Goods,Spring,36324.78489225917,42.0,14.18550547925872,Medium,Growth,International,2022.0,783074.6723411556
10652.444154414396,65654.14261758805,29752.788985099367,17802.02392209107,Home Goods,Fall,11675.236384202992,22.0,18.256127487183214,Medium,Stable,National,2017.0,738163.2638657596
13337.393024162213,56163.84035468346,,12769.288123999655,Electronics,Winter,23403.756840785776,7.0,,Low,Recession,Regional,2012.0,4449276.300883691
41360.00029840702,34066.156616498585,12788.373587388922,13436.748379740771,,Winter,38409.11511249711,42.0,,Medium,Recession,International,2017.0,2612664.906689908
50895.89666753461,65654.42309017156,4009.5393654595696,7020.711555088893,Home Goods,Spring,15196.75250248525,27.0,28.54864736190528,Medium,Growth,Regional,2021.0,1730583.4357865434
97737.39200757648,58692.87806185492,19709.463330806786,18839.526206771974,,Winter,34290.189627438485,40.0,14.17974369326902,Low,Stable,International,2010.0,833950.3385257267
29082.00907592374,18078.584294193926,12852.393715203876,8257.250650458638,Home Goods,Summer,,19.0,29.189092359586077,High,Stable,Regional,2010.0,3835575.650349006
48938.84997842358,52044.8168918021,26961.022083397285,6960.219830315225,Sports,Spring,49915.70967090433,22.0,21.9269629920642,Medium,,International,2016.0,3550599.1505565457
37962.50370911922,56606.36924093289,6616.746272672091,16121.49656965692,Beauty,Winter,40866.42437549458,37.0,,High,Recession,National,2017.0,2623018.3667903645
19603.51455504323,64071.043774860176,20064.643722936766,6269.246467610996,Home Goods,Summer,11294.5487304344,17.0,20.715469711410872,High,Growth,National,2013.0,2597372.276226123
69256.15930931803,70934.11289139678,7735.9097360345095,7343.188490600435,Electronics,Winter,10529.615993118658,48.0,26.988498880038687,High,Recession,Regional,,1152496.9684982935
5497.472606004968,9033.647623339086,5056.477366979487,6923.678842975467,Apparel,Spring,33731.472933112025,11.0,28.008559743740836,Medium,Growth,Regional,2017.0,2144667.942342327
22222.072472150478,19556.58433745792,27200.66076522202,16143.215014343168,,Summer,48959.878792203024,46.0,3.7576042711967026,Medium,Recession,International,2013.0,2018641.6307740584
50872.7120627499,79849.60666418668,11559.46713307038,13966.806823153076,Electronics,Fall,12159.339567607074,13.0,25.320853052990746,High,Recession,,2018.0,497296.08597109694
65380.576584536306,79147.73324824547,18059.328638217037,989.7977610535461,,Spring,23788.861729862565,,20.823156371503973,High,Growth,National,,4548103.394289706
20446.24530239241,53817.07459563467,3488.271194490006,9437.095104343629,Home Goods,Fall,42840.35291099876,6.0,16.619814244845465,,Growth,International,2011.0,3765004.4678781494
72765.26856293128,58892.01565900979,5585.9100653214755,4854.262855578287,Apparel,Winter,48741.26663790135,28.0,18.074900008466468,High,,Regional,2021.0,1265175.347978528
39595.18525830874,62177.52198714498,29343.356258153395,1049.4532782101137,Home Goods,Summer,30838.140724534947,12.0,,High,Stable,Regional,2012.0,3745098.5004944024
80685.00323516682,37577.11861495234,14405.993387514935,6231.4000785596445,Apparel,Fall,11858.831742920784,10.0,6.051645163743554,,Stable,Regional,2017.0,383435.2881580837
5683.864255797855,40301.5229518092,9431.317629254063,18842.105254673468,Sports,Spring,48417.68238494677,26.0,15.218642369717838,High,Stable,National,2017.0,4138752.1769953445
77969.17160228947,10329.949569993496,5227.499411359004,3979.2174088183215,Home Goods,Winter,45879.6293339415,30.0,2.153705639709951,High,Stable,Regional,2018.0,1617624.062118751
58405.750922343614,,22548.336776950844,14511.182694552921,Sports,Summer,21786.951028178588,35.0,4.172158524516319,Low,Stable,International,2012.0,3858622.784358533
81205.17719687954,77903.52158544354,11291.108733883268,15307.789456111892,Apparel,Spring,36749.187429834885,49.0,6.657550636876972,Low,Stable,Regional,2021.0,4023987.692317645
,18552.413057431357,26062.506523124848,18190.04358932141,Electronics,Spring,38576.4659380805,12.0,19.190037584107262,High,Growth,National,2022.0,2304715.2061365694
80131.6269129933,,20705.114505892543,2925.089223610049,Electronics,Summer,14639.592206920515,31.0,1.2931516218305483,High,Stable,National,2022.0,2360614.2622503457
35882.83006127352,,14179.144023724491,11231.95973404975,Sports,Fall,32109.39892341144,40.0,13.78306719949756,High,,International,2013.0,3306919.053327152
30327.446665085477,76283.454731922,26929.11659933274,,Home Goods,Winter,47252.258122480715,43.0,29.030397019270197,High,Recession,National,2017.0,1650780.9406272732
97033.11943575671,17675.27151701681,17992.40885215583,19897.110953633783,Electronics,Spring,,28.0,11.202641887830573,Medium,Growth,International,2020.0,4473044.163127503
84473.47733776575,45060.42969089869,10290.019751459675,5089.595576290845,Home Goods,Fall,39226.577621641525,24.0,26.660696914006405,Medium,Growth,National,2019.0,1810180.782370981
45414.62175298799,3700.174151524005,14381.59075327727,1493.6971425910083,Home Goods,,49223.55856544317,13.0,14.585992983321072,High,Growth,National,2020.0,3586633.8147341786
,29664.022392415205,12110.641572519935,11427.144092644021,Beauty,Winter,31815.528466785698,36.0,3.350880410598485,High,Stable,Regional,2015.0,3021709.9392405306
,63152.47736045625,20275.351562718522,539.9085393692457,,,40001.77783836668,5.0,24.819467880770816,Medium,Growth,National,2021.0,1505488.008200904
38624.10807446183,39963.80017631208,7042.3195758064185,10228.803568142852,Home Goods,Winter,22105.935756504376,33.0,10.666925690448778,Low,Stable,Regional,2014.0,3018371.5408449452
72696.09887777135,26257.12518924215,26727.27073553719,1404.16327784758,Apparel,Spring,18609.0833407143,43.0,22.988117670166197,Low,Recession,National,2021.0,2931452.8729037354
37325.62809179953,11332.295983842669,11580.25052829041,3915.8142875340695,Electronics,Winter,24544.963418215117,35.0,20.3236965107851,High,Growth,Regional,2010.0,719971.115991864
93395.16687616825,76758.96773593643,23768.395232057992,4885.287255009927,Apparel,Spring,37183.26083582388,42.0,5.363354883160339,Low,Growth,Regional,2011.0,2977086.869001812
28623.00382619966,33501.03280508737,21011.815915665004,1568.951601595325,Sports,Spring,,32.0,28.535884956602988,Low,Growth,Regional,2010.0,3129654.663721746
17385.405432166786,60345.94990774474,23375.79810007478,12900.0375356728,Electronics,Winter,1060.0546103699148,25.0,10.27930061319192,,Growth,International,2012.0,
54332.548148686335,11623.922181037875,27577.850809466512,14785.723043421602,Apparel,Spring,45811.41761679291,41.0,12.307316219556723,Low,Stable,National,2019.0,1652352.941708876
48081.65452910139,13807.842817942048,3035.9790776476616,8186.330349571109,Home Goods,Winter,34357.36071373684,11.0,12.775832856635391,High,Stable,National,,2292703.792263909
56260.71957843366,68798.98454551189,17178.1685741369,13936.025019524315,Beauty,,29169.260257001384,44.0,19.62551881003842,Low,Recession,International,2010.0,4005105.0505039156
66360.41341795257,57137.98403995618,16766.826559966838,17620.105163412645,,Summer,30079.863933046665,18.0,22.598870411543803,Low,Stable,Regional,2015.0,3797937.2515751957
21969.532664654744,36261.44436480934,11737.748963668279,15917.41110317605,Sports,Winter,43611.01719948611,46.0,23.88971886087878,Low,Growth,National,2021.0,3670245.4864646187
74131.21755913818,44292.19086241013,27220.451518191316,12362.2052115569,Electronics,Fall,,32.0,1.2930735239890132,Low,Growth,Regional,2019.0,4162248.0965438997
95192.69927884414,45515.34700759162,2487.030497369393,2371.8247270724646,Apparel,Fall,36138.03828327608,25.0,17.12441814333186,Medium,Stable,Regional,2014.0,3852806.140290867
45902.88634614782,44434.23233623244,,1878.2309421359173,Electronics,,49741.109237791425,5.0,21.66696882872553,High,Stable,Regional,2017.0,3434324.180241167
52347.677275951624,22594.367906363866,,8933.547244733209,Beauty,,22184.713734376488,21.0,10.41160722622643,,,Regional,2010.0,1582846.2615057132
49901.152890583224,64114.26183304822,11971.61786406271,12714.350568296763,Electronics,Summer,43519.8602225749,26.0,17.473241240818048,Low,Recession,International,2018.0,4538496.940928736
75208.85778173794,30477.15566479274,4692.589851738745,9434.13877684072,Home Goods,Summer,26713.150106341367,23.0,16.038160896219345,Low,Recession,Regional,2018.0,2451384.167429732
14678.803013243423,75500.82578128582,27016.054419623066,6958.249144262197,Beauty,Fall,6320.006857368055,47.0,9.070183151680697,Low,,Regional,2014.0,3287833.298841117
57520.73091524817,79810.42528506527,6738.984092997107,17342.500100123947,Apparel,Summer,23655.36249048783,19.0,2.560414280270062,Medium,Growth,National,2021.0,1601221.213791786
24438.024397761867,66743.02739743763,14464.092004626662,9958.260145428054,Apparel,,20088.337398902317,22.0,20.20306911929421,Low,Recession,Regional,,4637327.150315155
27480.79770533041,8620.088974596865,13131.238754890346,4231.361335483696,Beauty,Fall,20875.044388060953,48.0,7.394059766621329,Medium,Recession,Regional,2012.0,458597.3344113954
27641.627384744348,62290.16673294602,2580.6546211313716,11665.543362218417,Home Goods,Winter,42516.11471390391,19.0,14.237461386352587,High,Stable,Regional,2019.0,4793614.400758609
79269.25575958173,2449.302432830207,9058.338446633672,3013.368823126623,Apparel,Summer,42966.60033083431,30.0,13.932574641052915,,Stable,Regional,2014.0,4384906.944017484
63663.944363064904,,6518.992040042458,8691.64671731012,Sports,,32095.773438665816,42.0,27.83955236837839,Medium,Growth,Regional,2021.0,4335418.317300656
47148.31900428048,6001.022899357251,16584.49096051014,3041.4971694010487,Beauty,Fall,48772.83301427836,38.0,20.907691274424113,High,Recession,,2010.0,459830.70003502106
72766.58898845273,43297.85359929646,2037.4020576856442,11205.430637232206,Beauty,Summer,42523.601295489,35.0,7.136433526598528,High,Stable,International,2011.0,4319066.215613832
,61502.33116809532,8669.577532789819,10209.467820508802,Sports,Winter,13607.619238437019,47.0,,Medium,Growth,National,2021.0,3921741.6858465727
32463.876002836987,16164.828338013738,29613.242921087745,4708.8718867741,Home Goods,Summer,47599.753402885544,14.0,2.751195298192334,Medium,Stable,Regional,2015.0,4515622.079738666
60448.36130304326,43564.49132413157,17150.518226218206,17883.81706540169,Beauty,Spring,42823.58536970703,26.0,16.119346820784436,,Recession,International,2012.0,4010876.344648494
93537.07233633635,48366.33579793384,2910.0636515019573,8737.434611848457,,Winter,25798.925325887983,7.0,22.154176986700538,Low,Growth,Regional,2012.0,375883.74174521404
47572.80121229149,23721.359424416183,16425.94692885488,18738.378847664204,Beauty,Spring,16641.055155014605,13.0,5.646098808327821,Low,Growth,Regional,2011.0,2025884.1855918549
46840.41388743464,,12461.997854569376,7180.236221430617,Beauty,,43785.39615716268,28.0,15.178794367849372,Medium,Growth,Regional,2017.0,1626934.6518220613
91822.33743776975,62501.817209307745,6555.07939424115,15830.789862112442,Apparel,Fall,17104.550632866354,32.0,17.009581457879566,Low,Stable,International,2013.0,
97339.5063164565,34156.66963116241,13564.80811441981,6643.864305572622,Electronics,Winter,14411.12642321416,14.0,29.94047627798478,High,Recession,Regional,2021.0,1233744.1463309666
62211.38699846482,79365.10947293643,24242.687332988397,6767.983648697547,Electronics,Fall,46211.89821639454,48.0,16.372839646351597,Medium,Growth,National,2018.0,1803625.7376261877
31167.359016035298,74889.92171614518,5046.444663296141,4082.912715954641,Beauty,Summer,22558.187705170556,32.0,12.658196051397157,High,Growth,International,2014.0,2124165.1049268846
38335.624985970964,11442.084350231518,2898.359773175414,6168.629196482593,Apparel,Spring,32625.841116452626,48.0,4.19597023714734,Medium,Recession,,2018.0,886818.7187389702
19951.549699402636,63186.08128800043,27638.043813753295,12098.991953413735,Sports,Winter,20674.433380278006,40.0,4.04266133384133,Medium,,National,,4547624.716396182
90473.85543848602,62759.56643304266,25423.80125882991,13482.575377513283,Apparel,Fall,11704.534254037691,31.0,7.17419940738686,Medium,Growth,Regional,2011.0,551597.8932615869
67461.48515341809,28877.39734155492,27265.67495657238,14448.550683622478,Beauty,,20144.17355049688,,20.98981648644081,High,Stable,International,2011.0,
28116.19775172438,14017.923984626164,25051.84675717043,6252.138819547711,Sports,,,18.0,3.5848149763980564,Medium,Stable,National,2021.0,4400788.034429763
33269.49901008589,28929.840840552723,14620.644662160941,13505.03843981491,Electronics,Fall,41057.15122012941,24.0,11.479740219204805,High,Growth,Regional,2018.0,2584218.2574291206
11244.74647429298,46483.21459921581,26302.50393589859,15058.196555560637,Electronics,,47356.462785659314,28.0,15.285012195011678,High,Recession,National,2016.0,3791023.467066219
28688.18421855648,68858.41615084781,24632.0031687044,5117.253755077174,Apparel,Fall,47969.09968163392,22.0,14.019916605585522,High,Growth,National,2020.0,2867994.519569739
39772.121234282306,60671.19502092295,9586.50073019487,1957.566323086532,Home Goods,Summer,34060.565749333924,14.0,,Medium,Recession,National,2010.0,3940097.658088551
64831.43271783016,14695.078707606604,2538.4185612917536,16894.343326997663,Beauty,Spring,42881.66691009789,29.0,12.859304678447765,Medium,,International,2018.0,1015093.1150945103
87710.89811572166,33037.2907831366,1107.6655227812669,1710.6749916089525,Sports,Summer,47335.88010328917,32.0,,High,Recession,National,2016.0,112496.61425219846
96541.75683105407,61168.95115615723,28305.368819811476,5505.598712466916,Electronics,Winter,11262.984883369725,43.0,12.99123388600305,Medium,Stable,National,2019.0,1469563.3014961234
21127.320460298528,45149.14212567142,28140.442337808006,12963.066375477525,,Winter,5322.5654508187445,14.0,19.963884878705482,Low,Stable,Regional,2021.0,3049842.5985786202
70920.97728966724,59443.795381418546,18052.565142798354,9424.37864987854,Beauty,Summer,20480.099986760957,34.0,13.928818458954403,Medium,Stable,Regional,2014.0,974511.3889823454
29892.35180393471,,17875.867252175514,17248.94812070255,Sports,Winter,41275.358168299994,8.0,10.419299186979462,High,,International,2017.0,3324362.1623657392
26289.626007321454,43090.793757489286,9460.445060347653,15794.54939367778,Home Goods,Spring,39854.86055505388,,7.7105703889343244,High,,Regional,2012.0,245447.9919137202
23070.801228406086,37858.99107983214,19224.714093612933,2615.026032847193,Sports,Spring,6997.6629240692755,27.0,25.147032382258338,Medium,Stable,International,2016.0,4564997.6673538005
,44713.23726811183,16346.52934995695,14414.04853922294,Apparel,Spring,14125.012950857086,35.0,14.70795047277842,High,Growth,Regional,2010.0,4392712.025543643
,38077.79349887935,6511.2556445441705,12342.791299696497,Sports,Fall,19772.630630174925,26.0,9.841946283715476,Medium,Growth,International,2018.0,3777742.079318273
39599.02158498141,28823.215066535337,5400.761657539253,3694.129957564048,Apparel,Fall,40391.07726847858,20.0,21.508211708728087,Low,,International,2010.0,4406310.519141528
49324.73305938287,35907.068531527104,3144.491412546309,16970.371848891835,Beauty,Fall,24836.956868738875,22.0,6.836769496801427,Medium,Growth,National,2019.0,3208692.7002381007
22844.850875571356,65503.659162491276,23329.33017943838,8823.746290003353,Beauty,Spring,43994.47226130098,21.0,25.842541453079146,Medium,Growth,Regional,2011.0,473107.464253515
64382.62378294255,50954.04738888216,18491.293429163652,15005.68459117699,Electronics,Spring,41077.63302690996,36.0,6.630738477889622,Medium,Recession,International,2014.0,3090477.1001041266
86497.29323857503,23794.449556300227,5991.7833932747,13500.887857069589,Apparel,Summer,45292.29819251749,15.0,16.844576633143483,High,Growth,Regional,2012.0,2728892.4397372436
69216.3417904893,20415.178692675196,23371.647423289975,19756.864362906537,Beauty,Spring,41438.628464684254,47.0,27.313996199408237,High,Recession,International,2019.0,2469469.2690984933
59520.50298580392,17191.275640442524,26159.358438098756,12689.642791174858,Apparel,Summer,9753.77062601589,31.0,28.427809123774196,Low,Growth,Regional,2022.0,2841446.2030110597
73509.08988222822,,16491.16078730118,3442.45726030049,Home Goods,Fall,26096.453889360077,26.0,20.095294138402885,High,Growth,National,2021.0,4675181.986233941
37901.762028752455,,4760.919816177024,18318.872500747024,Electronics,Fall,34871.0479067836,27.0,5.402980017512102,High,Stable,Regional,2010.0,1966449.3917848158
8702.401504690446,16400.770399362693,13531.692175561806,2845.827676132125,Electronics,Spring,36603.02849458338,16.0,17.646666422916315,Medium,Growth,International,,
13902.180762306685,58566.96519799248,4546.981028564591,15839.901631013734,Home Goods,Summer,4539.025713712292,32.0,17.08076081429263,High,Recession,,2012.0,4277638.020257646
25473.13824850561,43676.38482068592,28131.9448908026,14096.472753226959,Apparel,Summer,24724.200909386753,7.0,14.598087408086789,Low,Growth,National,2012.0,4706563.821713679
16990.349211194403,47547.31750442971,25879.841487907495,4263.649367939492,Sports,Fall,643.1872781464454,21.0,14.320849977615014,Low,Recession,Regional,2013.0,1609604.9925322607
32970.7428213932,62839.84449817796,21612.96967263549,18677.54876455654,Sports,Summer,24105.706464298215,24.0,17.024751297604123,Low,Stable,,,2300037.8508428475
34416.92801555709,11818.869742625653,20864.89657693483,17984.34908061293,Home Goods,Summer,49288.97051290213,48.0,20.801299762724923,Low,Recession,Regional,2015.0,3374675.4369618464
11305.264260818061,35552.71294867017,27248.82547345186,11803.979348272698,Apparel,Fall,18152.28086593252,12.0,3.8879179761455456,High,Growth,International,2017.0,787376.4797290248
50970.423236769144,41935.96107800307,9274.523760701331,13406.92768611022,Sports,Fall,18791.567076374504,28.0,25.537033010809395,Medium,Growth,International,2021.0,
16256.516588515777,70025.5222602404,2560.795726986017,17908.35963554738,Home Goods,Summer,23887.420925415652,22.0,25.269275792075163,Low,Stable,,2013.0,355556.1997925851
53834.88605500059,8767.477872281217,7589.913046967767,6041.799460782072,,Fall,49984.7153752678,8.0,2.259305242571499,High,,National,2020.0,4815205.323502866
34998.720756252354,69106.77868447479,2351.8302142933926,3882.74800447765,Home Goods,Fall,12153.858716886196,49.0,3.681935001405137,Low,Growth,National,2021.0,3566790.8555126507
11440.611426843523,57683.8282088568,8970.641619414459,17250.20421151025,Sports,,45623.19373918493,31.0,2.9332711364408457,Medium,Growth,National,2012.0,304536.77295624535
61377.12329134195,18918.11190372866,29083.924597159952,10010.625462892347,Apparel,Winter,34320.07274906268,43.0,5.7748385775255615,Low,Stable,International,2021.0,3599352.878518081
45133.36588526592,34653.26557790873,17578.261436116576,15598.601364192009,Home Goods,Winter,10713.902939949267,36.0,,Low,Stable,National,2022.0,527234.1904079926
92025.870680788,24658.279254271616,10794.431237931543,5480.9876189460465,Apparel,Winter,1814.9493169898667,44.0,5.173479483847519,Medium,Growth,International,2010.0,509665.5921121346
54850.57253357686,11898.596573637304,26500.825553089824,12245.694092700794,Electronics,Fall,46635.40989262132,21.0,16.414794315907027,Medium,Stable,Regional,2013.0,157203.18652493085
11392.875996677692,54731.81770010274,7978.518612040102,3955.487453358747,Electronics,Fall,34199.43045920858,45.0,25.992097192166543,High,Growth,National,2012.0,1732771.6243187336
72069.68038176748,3789.745531844875,19756.723987717363,16909.87004220988,Home Goods,Spring,,31.0,5.960206810701117,Low,Growth,National,2010.0,153043.28138126552
94154.96675488526,58592.18842145566,7429.720972628062,5429.606690166764,Sports,Winter,36109.69704891967,7.0,10.924617060808613,High,Growth,International,2014.0,1387937.539731445
5573.365971454013,38202.48083169612,29597.469959456987,19470.449817152297,Apparel,Fall,18114.146363463522,35.0,17.41489107629941,Low,Stable,Regional,2010.0,2974111.7008974645
,,18544.884542081305,2476.370689739063,Apparel,Summer,,10.0,27.112256260361203,Low,Growth,National,2011.0,4744534.915128391
85176.96213573194,16619.730846316997,16178.968015514289,17653.288181866283,Electronics,Summer,46249.793462605885,34.0,26.30548073026588,Medium,Recession,Regional,2020.0,4536116.193063055
39811.95358906149,21454.26539832045,17434.67795178046,746.4136056565795,,Spring,5022.781253665593,48.0,,Medium,Growth,National,2017.0,4600394.242044864
28580.179079469788,57560.934226339115,11643.733883283918,1765.6911122244794,Apparel,Fall,23776.73183981456,16.0,9.210902486076803,Low,Recession,National,2010.0,4397242.247355915
24604.664188843337,66991.19453416148,12014.867443788955,8684.530661217654,Sports,Spring,11728.497350413392,32.0,15.10616457626684,High,Recession,International,2019.0,867459.0790726955
89672.62929951507,14646.201140004678,20650.121049692276,15224.696474575409,Home Goods,Fall,30581.399675212582,38.0,16.499841419668737,High,Recession,International,2013.0,2793061.97634157
21080.817925936666,3102.9114297103342,27718.30105383556,6440.526584735714,Home Goods,Spring,17291.135406164343,16.0,15.699559725926242,High,Stable,Regional,2013.0,2499293.2605224247
35296.00721662046,77471.3085479317,19417.069464888205,6697.008344586091,Beauty,Fall,23959.48147051738,43.0,18.534324034959248,High,Growth,International,2018.0,3619071.773680078
98630.86483018017,69644.91114819552,23360.34271689151,13901.010210769611,Apparel,Summer,48542.28103422146,47.0,6.511474397753583,Low,Growth,International,2019.0,2993856.515713645
33627.40834912255,60063.85315196414,23279.607642127874,785.1251286395301,Home Goods,Fall,18708.668571383652,27.0,23.510818001266887,Low,Growth,Regional,2018.0,
40328.848779209686,13035.528273209098,4885.635175761221,1277.7212922660678,Home Goods,Winter,39715.54572755464,23.0,11.778322113054724,Low,Recession,National,2018.0,4375646.105377926
60126.80765363695,16637.842646052515,29313.344772300723,19378.58801778726,Beauty,Spring,20105.86612319692,35.0,,High,Growth,National,2014.0,3948433.4477152377
,53101.253039967196,23022.807686619864,5751.022326446143,Electronics,Winter,22827.2303039105,44.0,17.845752082568364,Medium,Recession,Regional,2012.0,1215343.459909336
50165.24503343098,56130.772426574855,25378.620616425032,11744.98566690202,Sports,Winter,36500.216843729075,39.0,,Low,Stable,National,2021.0,2825946.385123
42763.34291611952,50819.00706213842,29910.034795021165,10055.415316286233,Beauty,Fall,24634.475763654234,33.0,4.06421404279033,Medium,Recession,International,2018.0,108822.55599785406
30265.86435630523,66806.70483674781,6001.685274955989,17925.23280927373,Home Goods,Fall,30024.04593869977,36.0,14.1019016878262,Medium,Stable,National,2021.0,1379541.044216701
,20051.126199967428,15650.403818127217,17514.906150844115,Electronics,Summer,8090.943067587381,9.0,9.494014603270612,,Growth,Regional,2017.0,3152813.4859324466
64491.4612659846,68652.50400878993,17147.139214560586,7110.335847059145,Sports,Spring,30145.23051121467,7.0,26.13835198284163,High,Growth,International,2021.0,1674450.4311011953
44123.16570885948,3337.983099304206,9104.011949568623,16110.219706036345,Beauty,Summer,8807.423770577221,37.0,27.065626002910825,High,Recession,Regional,2013.0,4324357.505698016
28498.509479598473,15200.251614186069,27599.499116153198,5892.202731695518,Beauty,Winter,32344.496541204666,21.0,2.985068409467676,Low,Growth,Regional,2010.0,4225309.8194067925
30260.7945700879,51986.08690249408,8654.034589987357,,Beauty,Fall,34513.26115704915,6.0,2.7457093605185032,Medium,,Regional,,1351443.7781643993
8704.832856992904,16831.61069827251,12223.716885346234,5567.555984099017,Apparel,Fall,9626.848250045932,35.0,13.54057093470777,Low,Stable,Regional,2014.0,191399.02635569655
48478.557292882026,19618.07491588879,4723.821819554649,10920.178807186956,Beauty,Summer,12827.82357800531,22.0,8.832887124689769,Medium,Recession,Regional,2021.0,4309997.501178729
65071.09994990167,38016.25675890709,3747.702017908986,17239.813922770034,Apparel,,38549.64987778415,13.0,27.476031434259276,Medium,Growth,National,2010.0,4688868.214689829
40643.799341052625,43808.345898062194,8751.45056625348,10624.190784450091,Apparel,Spring,33296.88582454482,13.0,,Low,Recession,National,2021.0,1797816.0857090151
56991.30178791613,67347.4713421955,18802.091274373608,13616.99961203279,Home Goods,Summer,22932.65284587673,31.0,28.986692806403695,Low,Growth,National,2017.0,1833019.051973198
18669.495134815214,76572.82485160365,21246.42104548992,16703.035379251094,Home Goods,Summer,47733.05292422874,20.0,17.576770753613737,Medium,Recession,National,2011.0,2135819.2606758922
78723.20252689968,3817.2453513452047,7129.302918157335,19161.50445392417,Sports,Winter,45120.72950903459,11.0,7.433820157939683,Medium,Growth,International,2018.0,3953549.512888181
8571.666772573399,7172.732703843435,17449.19563186716,10925.075219668519,,Winter,17078.599559960643,32.0,12.572520999054277,High,Growth,International,2014.0,4804072.885326412
40990.62972091316,7379.14677132467,24513.223605992673,8365.249555027407,Apparel,Summer,31650.483012541947,46.0,6.769413507184814,Medium,Growth,Regional,2016.0,815362.5433933834
44579.20496655078,78074.12866016483,11724.511218321077,9030.770282133286,Sports,Winter,43738.80763406207,43.0,26.930048680576824,High,Stable,Regional,,3545156.9023000575
85211.3642758186,59305.414499725855,2001.985896017598,17239.57536676205,Home Goods,Winter,16642.69093531471,28.0,5.896675317764422,High,Growth,Regional,2019.0,1813793.5683524993
19206.135840437677,41096.730965651695,13236.800482450568,14558.855022822761,Home Goods,,120.24096754230106,19.0,1.1429820617300845,Low,Growth,International,2011.0,3616278.43911793
9968.07735453982,57096.390099486794,25436.006131083835,14155.987638401723,Beauty,Spring,5362.340758691736,13.0,18.205614838150545,High,Recession,International,2017.0,697709.7098027575
30730.6791869358,47927.54920797602,15675.975503573934,10771.26707453191,Apparel,Summer,34576.39941795654,20.0,19.5430026080585,Low,Recession,International,2014.0,4644378.0321750315
,60740.868156913246,19331.27587595717,19088.712080984147,Apparel,Winter,32036.66203286213,49.0,11.223864873658469,High,Growth,Regional,2019.0,2108924.8187803817
14950.753924485627,19744.812092462354,17232.89560712299,12673.091305207052,,Fall,21175.246107168245,14.0,23.757364100136193,Low,Recession,National,2016.0,3046307.315368998
38198.76357019003,73535.60163373644,3202.1737711902692,6843.9136739041005,,Spring,22160.151407883823,26.0,29.652295174186328,Low,Recession,Regional,2013.0,3364324.2140959506
21820.945750217645,62066.23859086715,3395.5596350963333,11632.907967618972,Electronics,Winter,46418.80054921398,7.0,23.682195026233657,Medium,Stable,Regional,2020.0,1813682.7433870118
24034.735816167034,48468.17842121408,15979.509251816042,14882.021701449314,Apparel,Fall,23637.987174309277,41.0,9.830024255728187,Medium,Growth,Regional,2014.0,1142331.021918193
80988.96619411725,5580.702381957042,1429.503347816812,,,Winter,9319.99477596861,6.0,1.7919118789565425,High,Growth,National,2020.0,111607.83600603143
76433.93666388486,22405.728056608506,11093.425085335795,15547.197049452054,Electronics,Winter,28405.31405860167,33.0,29.477142824874477,Low,Recession,Regional,2020.0,
19513.425833159716,60443.840735170816,9946.510681277749,4552.85770400971,Beauty,Summer,3869.9789952134024,11.0,16.300719870311053,Medium,Growth,Regional,2019.0,3812720.9592055483
70866.1578106623,12386.567171837516,8611.514596428755,13449.393534481307,Home Goods,Fall,17506.945922750576,45.0,9.383867411525697,High,Recession,International,2012.0,2407695.8215162796
28499.180694198738,5665.660553328549,24985.50408221748,15950.00520099411,Apparel,,24480.324491313855,49.0,,High,Stable,International,,3969594.8947011526
6392.488458482869,43414.299133817454,20833.18155707071,8110.760729612044,Home Goods,Spring,48713.84520995524,33.0,7.699588898253052,High,Stable,National,2021.0,4659264.547538767
10655.426171772442,23452.87252915997,20098.629668253325,5254.736980582163,Home Goods,Summer,22612.57133536731,46.0,,Low,Stable,Regional,2011.0,4854564.879681901
28230.442440458442,72969.07488515905,10597.350282703295,18622.897212340176,Apparel,Spring,13268.954261459354,5.0,22.5864073649382,,Stable,National,2022.0,2317458.045186031
29185.442982210654,22653.76517410323,15573.129044685815,,Apparel,Spring,18655.986491696513,49.0,26.59799199209655,Medium,Stable,Regional,2016.0,1899945.3442187873
39301.74603140617,41178.98024331037,23062.87543906141,19432.503536817512,Home Goods,Spring,33137.98142642043,29.0,28.97772704344348,Medium,Stable,International,2019.0,1860949.9110529216
70788.30091274549,56181.68352562075,2226.8506131338727,14000.687061547364,Electronics,Fall,46233.87707945504,16.0,10.31374220000585,Medium,Growth,International,2018.0,518490.91399883066
